ID,Lon,Lat,ann_avg,p-ann_avg
3,-83.1250,8.3750,0.0514,0.8647
5,-83.6250,8.6250,-0.0825,0.6496
7,-83.1250,8.6250,-0.0213,0.8203
9,-83.3750,8.8750,-0.1385,0.6909
10,-83.1250,8.8750,-0.1112,0.6909
12,-83.6250,9.1250,-0.2885,0.4265
13,-83.3750,9.1250,-0.2469,0.5701
14,-83.1250,9.1250,-0.2145,0.6909
16,-84.1250,9.3750,-0.3563,0.3066
17,-83.8750,9.3750,-0.3785,0.3343
18,-83.6250,9.3750,-0.3424,0.4265
19,-83.3750,9.3750,-0.2923,0.4603
20,-83.1250,9.3750,-0.2491,0.6496
21,-85.1250,9.6250,-0.4148,0.3066
23,-84.6250,9.6250,-0.4703,0.2115
24,-84.3750,9.6250,-0.4626,0.2115
25,-84.1250,9.6250,-0.4162,0.2805
26,-83.8750,9.6250,-0.4377,0.4955
27,-83.6250,9.6250,-0.3794,0.5321
28,-83.3750,9.6250,-0.2997,0.5701
29,-83.1250,9.6250,-0.2305,0.6909
31,-85.3750,9.8750,-0.4526,0.2330
32,-85.1250,9.8750,-0.5052,0.2115
34,-84.6250,9.8750,-0.5494,0.2115
35,-84.3750,9.8750,-0.5116,0.2330
36,-84.1250,9.8750,-0.4393,0.4265
37,-83.8750,9.8750,-0.4718,0.5321
38,-83.6250,9.8750,-0.3936,0.6496
39,-83.3750,9.8750,-0.2944,0.6909
40,-83.1250,9.8750,-0.2350,0.7764
42,-85.6250,10.1250,-0.4322,0.2115
43,-85.3750,10.1250,-0.4551,0.1914
45,-84.8750,10.1250,-0.5985,0.2115
46,-84.6250,10.1250,-0.6318,0.1914
47,-84.3750,10.1250,-0.6183,0.2560
48,-84.1250,10.1250,-0.5441,0.3635
49,-83.8750,10.1250,-0.4213,0.6496
50,-83.6250,10.1250,-0.3197,0.6909
51,-83.3750,10.1250,-0.2412,0.8647
54,-85.6250,10.3750,-0.4418,0.1728
55,-85.3750,10.3750,-0.4699,0.1914
56,-85.1250,10.3750,-0.5380,0.1914
57,-84.8750,10.3750,-0.6463,0.1914
58,-84.6250,10.3750,-0.6957,0.2115
59,-84.3750,10.3750,-0.7007,0.2330
60,-84.1250,10.3750,-0.6383,0.3635
61,-83.8750,10.3750,-0.5130,0.5701
62,-83.6250,10.3750,-0.4161,0.6496
65,-85.6250,10.6250,-0.4440,0.1556
66,-85.3750,10.6250,-0.5112,0.1914
67,-85.1250,10.6250,-0.5958,0.1914
68,-84.8750,10.6250,-0.6839,0.1914
69,-84.6250,10.6250,-0.7204,0.2115
70,-84.3750,10.6250,-0.7214,0.2330
71,-84.1250,10.6250,-0.7034,0.2805
72,-83.8750,10.6250,-0.6522,0.4603
73,-83.6250,10.6250,-0.5929,0.4955
76,-85.6250,10.8750,-0.4620,0.1728
77,-85.3750,10.8750,-0.5407,0.1556
78,-85.1250,10.8750,-0.6316,0.1728
79,-84.8750,10.8750,-0.7160,0.1728
80,-84.6250,10.8750,-0.7627,0.1914
81,-84.3750,10.8750,-0.7890,0.2115
82,-84.1250,10.8750,-0.7885,0.2330
83,-83.8750,10.8750,-0.7244,0.3942
84,-83.6250,10.8750,-0.6811,0.4603
86,-85.6250,11.1250,-0.4909,0.1398
87,-85.3750,11.1250,-0.5354,0.1728
88,-85.1250,11.1250,-0.6149,0.1728
89,-84.8750,11.1250,-0.7076,0.1556
90,-84.6250,11.1250,-0.7861,0.1728
91,-84.3750,11.1250,-0.8739,0.2330
95,-85.8750,11.3750,-0.4915,0.1398
96,-85.6250,11.3750,-0.5202,0.1556
97,-85.3750,11.3750,-0.5517,0.1728
98,-85.1250,11.3750,-0.6323,0.1556
99,-84.8750,11.3750,-0.7475,0.1252
100,-84.6250,11.3750,-0.8485,0.1556
105,-86.1250,11.6250,-0.4379,0.1914
106,-85.8750,11.6250,-0.4980,0.1556
107,-85.6250,11.6250,-0.5343,0.1398
108,-85.3750,11.6250,-0.5700,0.1398
109,-85.1250,11.6250,-0.6749,0.1556
110,-84.8750,11.6250,-0.8439,0.1252
111,-84.6250,11.6250,-0.9587,0.1556
117,-86.3750,11.8750,-0.4124,0.1556
118,-86.1250,11.8750,-0.4448,0.1398
119,-85.8750,11.8750,-0.5117,0.1118
120,-85.6250,11.8750,-0.5588,0.0995
121,-85.3750,11.8750,-0.6060,0.0995
122,-85.1250,11.8750,-0.7222,0.1118
123,-84.8750,11.8750,-0.9078,0.1556
130,-86.6250,12.1250,-0.4109,0.1556
131,-86.3750,12.1250,-0.4264,0.1252
132,-86.1250,12.1250,-0.4630,0.0995
133,-85.8750,12.1250,-0.5278,0.1118
134,-85.6250,12.1250,-0.5926,0.1118
135,-85.3750,12.1250,-0.6725,0.0884
136,-85.1250,12.1250,-0.7812,0.0783
137,-84.8750,12.1250,-0.9026,0.0884
145,-86.8750,12.3750,-0.4520,0.1398
146,-86.6250,12.3750,-0.4473,0.1398
147,-86.3750,12.3750,-0.4526,0.0995
148,-86.1250,12.3750,-0.4803,0.0884
149,-85.8750,12.3750,-0.5367,0.0691
150,-85.6250,12.3750,-0.6060,0.0535
151,-85.3750,12.3750,-0.6973,0.0535
152,-85.1250,12.3750,-0.7950,0.0535
153,-84.8750,12.3750,-0.8876,0.0691
161,-87.1250,12.6250,-0.5601,0.1398
162,-86.8750,12.6250,-0.5299,0.1252
163,-86.6250,12.6250,-0.4982,0.1118
164,-86.3750,12.6250,-0.4736,0.0691
165,-86.1250,12.6250,-0.4780,0.0609
166,-85.8750,12.6250,-0.5194,0.0356
167,-85.6250,12.6250,-0.5750,0.0409
168,-85.3750,12.6250,-0.6491,0.0409
169,-85.1250,12.6250,-0.7376,0.0535
176,-87.6250,12.8750,-0.5453,0.0609
177,-87.3750,12.8750,-0.6046,0.0691
178,-87.1250,12.8750,-0.6221,0.0783
179,-86.8750,12.8750,-0.5811,0.0783
180,-86.6250,12.8750,-0.5414,0.0609
181,-86.3750,12.8750,-0.5172,0.0409
182,-86.1250,12.8750,-0.5219,0.0356
183,-85.8750,12.8750,-0.5659,0.0309
184,-85.6250,12.8750,-0.6139,0.0231
185,-85.3750,12.8750,-0.6679,0.0268
186,-85.1250,12.8750,-0.7359,0.0409
199,-87.3750,13.1250,-0.6242,0.0468
200,-87.1250,13.1250,-0.6255,0.0468
201,-86.8750,13.1250,-0.5743,0.0535
202,-86.6250,13.1250,-0.5524,0.0468
203,-86.3750,13.1250,-0.5637,0.0409
204,-86.1250,13.1250,-0.5961,0.0356
205,-85.8750,13.1250,-0.6543,0.0309
206,-85.6250,13.1250,-0.7000,0.0356
207,-85.3750,13.1250,-0.7318,0.0409
208,-85.1250,13.1250,-0.7691,0.0535
209,-84.8750,13.1250,-0.8031,0.0609
218,-88.8750,13.3750,-0.5541,0.1252
219,-88.6250,13.3750,-0.5696,0.0884
220,-88.3750,13.3750,-0.5701,0.0691
221,-88.1250,13.3750,-0.5748,0.0535
222,-87.8750,13.3750,-0.5875,0.0468
224,-87.3750,13.3750,-0.5914,0.0468
225,-87.1250,13.3750,-0.5827,0.0468
226,-86.8750,13.3750,-0.5485,0.0409
227,-86.6250,13.3750,-0.5469,0.0468
228,-86.3750,13.3750,-0.5814,0.0309
229,-86.1250,13.3750,-0.6267,0.0268
230,-85.8750,13.3750,-0.6860,0.0268
231,-85.6250,13.3750,-0.7280,0.0356
241,-89.8750,13.6250,-0.4473,0.2330
242,-89.6250,13.6250,-0.4821,0.1728
243,-89.3750,13.6250,-0.5187,0.1398
244,-89.1250,13.6250,-0.5491,0.0995
245,-88.8750,13.6250,-0.5665,0.0783
246,-88.6250,13.6250,-0.5805,0.0609
247,-88.3750,13.6250,-0.5811,0.0609
248,-88.1250,13.6250,-0.5790,0.0409
249,-87.8750,13.6250,-0.5779,0.0356
250,-87.6250,13.6250,-0.5540,0.0356
251,-87.3750,13.6250,-0.5172,0.0409
252,-87.1250,13.6250,-0.5051,0.0409
253,-86.8750,13.6250,-0.5070,0.0535
254,-86.6250,13.6250,-0.5300,0.0356
255,-86.3750,13.6250,-0.5757,0.0309
256,-86.1250,13.6250,-0.6212,0.0356
257,-85.8750,13.6250,-0.6683,0.0356
258,-85.6250,13.6250,-0.7080,0.0356
271,-90.3750,13.8750,-0.4640,0.3942
272,-90.1250,13.8750,-0.4963,0.2560
273,-89.8750,13.8750,-0.5217,0.1728
274,-89.6250,13.8750,-0.5504,0.1252
275,-89.3750,13.8750,-0.5692,0.0995
276,-89.1250,13.8750,-0.5872,0.0609
277,-88.8750,13.8750,-0.6008,0.0609
278,-88.6250,13.8750,-0.6143,0.0609
279,-88.3750,13.8750,-0.6193,0.0468
280,-88.1250,13.8750,-0.6155,0.0409
281,-87.8750,13.8750,-0.6037,0.0409
282,-87.6250,13.8750,-0.5674,0.0409
283,-87.3750,13.8750,-0.5126,0.0409
284,-87.1250,13.8750,-0.4940,0.0409
285,-86.8750,13.8750,-0.5012,0.0409
286,-86.6250,13.8750,-0.5261,0.0468
287,-86.3750,13.8750,-0.5670,0.0609
288,-86.1250,13.8750,-0.6050,0.0468
289,-85.8750,13.8750,-0.6415,0.0468
290,-85.6250,13.8750,-0.6788,0.0409
291,-85.3750,13.8750,-0.7210,0.0468
292,-85.1250,13.8750,-0.7672,0.0535
301,-91.6250,14.1250,-0.1962,0.6496
302,-91.3750,14.1250,-0.2465,0.5701
303,-91.1250,14.1250,-0.3388,0.5701
304,-90.8750,14.1250,-0.4699,0.4603
305,-90.6250,14.1250,-0.5428,0.4265
306,-90.3750,14.1250,-0.5601,0.2805
307,-90.1250,14.1250,-0.5784,0.2115
308,-89.8750,14.1250,-0.6124,0.1252
309,-89.6250,14.1250,-0.6338,0.0884
310,-89.3750,14.1250,-0.6437,0.0691
311,-89.1250,14.1250,-0.6504,0.0609
312,-88.8750,14.1250,-0.6503,0.0409
313,-88.6250,14.1250,-0.6648,0.0309
314,-88.3750,14.1250,-0.6817,0.0356
315,-88.1250,14.1250,-0.6807,0.0356
316,-87.8750,14.1250,-0.6464,0.0356
318,-87.3750,14.1250,-0.5607,0.0356
319,-87.1250,14.1250,-0.5347,0.0409
320,-86.8750,14.1250,-0.5229,0.0468
321,-86.6250,14.1250,-0.5301,0.0468
322,-86.3750,14.1250,-0.5549,0.0691
323,-86.1250,14.1250,-0.5804,0.0609
324,-85.8750,14.1250,-0.6021,0.0609
325,-85.6250,14.1250,-0.6364,0.0609
326,-85.3750,14.1250,-0.6817,0.0609
327,-85.1250,14.1250,-0.7339,0.0609
328,-84.8750,14.1250,-0.7998,0.0783
337,-91.8750,14.3750,-0.2508,0.5701
338,-91.6250,14.3750,-0.2911,0.4603
339,-91.3750,14.3750,-0.3300,0.4955
340,-91.1250,14.3750,-0.4037,0.4603
341,-90.8750,14.3750,-0.5197,0.4265
342,-90.6250,14.3750,-0.5901,0.2560
343,-90.3750,14.3750,-0.6179,0.1914
344,-90.1250,14.3750,-0.6508,0.1252
345,-89.8750,14.3750,-0.7011,0.0884
346,-89.6250,14.3750,-0.7247,0.0691
347,-89.3750,14.3750,-0.7215,0.0609
348,-89.1250,14.3750,-0.7085,0.0356
349,-88.8750,14.3750,-0.6789,0.0356
350,-88.6250,14.3750,-0.6927,0.0309
351,-88.3750,14.3750,-0.7374,0.0309
352,-88.1250,14.3750,-0.7529,0.0268
353,-87.8750,14.3750,-0.7271,0.0268
355,-87.3750,14.3750,-0.6255,0.0268
356,-87.1250,14.3750,-0.5842,0.0409
357,-86.8750,14.3750,-0.5561,0.0468
364,-85.1250,14.3750,-0.6979,0.0995
374,-92.1250,14.6250,-0.2551,0.5321
375,-91.8750,14.6250,-0.3654,0.4955
376,-91.6250,14.6250,-0.4368,0.4955
377,-91.3750,14.6250,-0.4422,0.3635
378,-91.1250,14.6250,-0.4554,0.3066
379,-90.8750,14.6250,-0.4885,0.2330
380,-90.6250,14.6250,-0.5340,0.2330
381,-90.3750,14.6250,-0.6041,0.1398
382,-90.1250,14.6250,-0.6885,0.0884
383,-89.8750,14.6250,-0.7890,0.0609
384,-89.6250,14.6250,-0.8334,0.0468
385,-89.3750,14.6250,-0.8166,0.0535
386,-89.1250,14.6250,-0.7761,0.0356
387,-88.8750,14.6250,-0.7008,0.0356
388,-88.6250,14.6250,-0.7149,0.0268
389,-88.3750,14.6250,-0.8063,0.0199
390,-88.1250,14.6250,-0.8548,0.0231
394,-87.1250,14.6250,-0.6430,0.0356
395,-86.8750,14.6250,-0.6023,0.0535
413,-92.1250,14.8750,-0.2798,0.4265
414,-91.8750,14.8750,-0.4230,0.3343
415,-91.6250,14.8750,-0.5110,0.2805
416,-91.3750,14.8750,-0.5182,0.2115
417,-91.1250,14.8750,-0.5166,0.2115
418,-90.8750,14.8750,-0.5205,0.2330
419,-90.6250,14.8750,-0.5532,0.1914
420,-90.3750,14.8750,-0.6246,0.1118
421,-90.1250,14.8750,-0.7453,0.0783
422,-89.8750,14.8750,-0.9133,0.0535
423,-89.6250,14.8750,-0.9768,0.0468
424,-89.3750,14.8750,-0.9265,0.0409
425,-89.1250,14.8750,-0.8620,0.0309
426,-88.8750,14.8750,-0.7703,0.0268
427,-88.6250,14.8750,-0.7758,0.0268
433,-87.1250,14.8750,-0.6731,0.0409
454,-91.8750,15.1250,-0.4021,0.2330
455,-91.6250,15.1250,-0.4927,0.1914
456,-91.3750,15.1250,-0.5526,0.1914
457,-91.1250,15.1250,-0.5940,0.1728
458,-90.8750,15.1250,-0.6512,0.1728
459,-90.6250,15.1250,-0.6854,0.1252
460,-90.3750,15.1250,-0.7063,0.1252
461,-90.1250,15.1250,-0.8430,0.0884
462,-89.8750,15.1250,-1.0916,0.0609
463,-89.6250,15.1250,-1.1694,0.0356
464,-89.3750,15.1250,-1.0624,0.0268
466,-88.8750,15.1250,-0.9051,0.0309
493,-92.1250,15.3750,-0.3259,0.2330
494,-91.8750,15.3750,-0.4323,0.1914
495,-91.6250,15.3750,-0.5379,0.1728
496,-91.3750,15.3750,-0.6529,0.1556
497,-91.1250,15.3750,-0.7270,0.1556
498,-90.8750,15.3750,-0.7892,0.1556
533,-91.8750,15.6250,-0.5364,0.1728
534,-91.6250,15.6250,-0.6683,0.1556
535,-91.3750,15.6250,-0.8385,0.1398
536,-91.1250,15.6250,-0.9277,0.1398
537,-90.8750,15.6250,-0.9548,0.1252
571,-91.6250,15.8750,-0.7223,0.1398
572,-91.3750,15.8750,-0.9215,0.1398
573,-91.1250,15.8750,-1.0233,0.1118
574,-90.8750,15.8750,-1.0359,0.1118
